expid,peakid,year,season,route1,totmembers,smtmembers,smtdate,success,termreason,highpoint,o2used,commercial,camps,style
MAKA10105,MAKA,2010,Spring,SE Ridge,9,0,2010-05-23,False,4,7600.0,True,False,3.0,
MAKA10106,MAKA,2010,Spring,Makalu La-NW Ridge,7,4,2010-05-25,True,1,8485.0,True,False,4.0,
MAKA10107,MAKA,2010,Spring,Makalu La-NW Ridge,1,0,2010-05-07,False,8,6700.0,False,False,1.0,solo
MAKA10108,MAKA,2010,Spring,Makalu La-NW Ridge,4,1,2010-05-23,True,1,8485.0,False,False,2.0,
MAKA10109,MAKA,2010,Spring,Makalu La-NW Ridge,3,0,2010-05-24,False,4,7800.0,True,False,4.0,
MAKA10110,MAKA,2010,Spring,SE Ridge (to 7100m),5,1,2010-05-24,False,1,8485.0,False,False,1.0,
MAKA10111,MAKA,2010,Spring,SW Face-W Pillar-SW Ridge,14,3,2010-05-23,True,1,8485.0,False,False,5.0,
MANA10101,MANA,2010,Spring,NE Face,1,0,2010-05-12,False,4,6900.0,False,True,2.0,solo
MANA10102,MANA,2010,Spring,NE Face,1,0,2010-05-12,False,4,6900.0,False,True,2.0,solo
MANA10103,MANA,2010,Spring,NE Face,1,0,2010-04-30,False,4,7500.0,False,True,4.0,solo
MANA10104,MANA,2010,Spring,NE Face,2,0,2010-04-19,False,4,7400.0,False,True,3.0,
MANA10105,MANA,2010,Spring,NE Face,2,0,2010-04-24,False,4,6900.0,False,True,2.0,
MANA10106,MANA,2010,Spring,NE Face,2,0,2010-05-01,False,4,7500.0,False,True,4.0,
MANA10107,MANA,2010,Spring,NE Face,5,0,2010-04-30,False,4,7500.0,False,True,4.0,
MANA10109,MANA,2010,Spring,NE Face,8,7,2010-05-25,True,1,8163.0,False,True,4.0,
MANA10110,MANA,2010,Spring,NE Face,1,0,2010-05-02,False,4,7400.0,False,True,3.0,solo
MANA10108,MANA,2010,Spring,NE Face,8,0,2010-04-23,False,4,8100.0,False,True,3.0,
PK0410101,PK04,2010,Spring,S Ridge,5,0,2010-05-24,False,4,6400.0,False,False,2.0,
PUMO10101,PUMO,2010,Spring,SE Face,2,0,2010-05-01,False,4,6100.0,False,False,,
PUMO10102,PUMO,2010,Spring,SE Face,5,0,2010-05-08,False,5,6300.0,False,False,1.0,
PUMO10103,PUMO,2010,Spring,SE Face-E Ridge,7,0,2010-04-01,False,8,7000.0,False,False,2.0,
PUTH10101,PUTH,2010,Spring,NE Face,7,4,2010-05-10,True,1,7246.0,True,False,4.0,
TKRG10102,TKRG,2010,Spring,E Face-N Ridge,4,0,2010-05-05,False,4,6100.0,False,False,,
TILI71301,TILI,1971,Autumn,NE Spur-N Ridge,30,1,,True,1,7134.0,False,False,,
LHOT10117,LHOT,2010,Spring,S Col-N Ridge-W Face (up); W Face (down),2,1,2010-05-16,True,1,8516.0,True,False,3.0,
SHNW10101,SHNW,2010,Spring,S Ridge,9,7,,True,1,6422.0,False,False,3.0,
AMAD10301,AMAD,2010,Autumn,SW Ridge,2,0,2010-10-24,False,8,5950.0,False,True,2.0,
CHAN10301,CHAN,2010,Autumn,SW Face-N Ridge,4,4,2010-09-27,True,1,6563.0,False,False,2.0,
CHOY10302,CHOY,2010,Autumn,NW side,3,0,2010-10-01,False,4,7500.0,False,True,3.0,
CHOY10303,CHOY,2010,Autumn,NW side,3,0,2010-10-02,False,5,7550.0,False,True,2.0,
CHOY10304,CHOY,2010,Autumn,NW side,4,0,2010-09-25,False,5,7200.0,False,True,2.0,
CHOY10305,CHOY,2010,Autumn,NW side,4,0,2010-09-26,False,4,7100.0,False,True,2.0,
CHOY10306,CHOY,2010,Autumn,NW side,4,0,2010-09-21,False,4,7050.0,False,True,2.0,
CHOY10307,CHOY,2010,Autumn,NW side,3,0,2010-09-30,False,5,7700.0,False,True,2.0,
CHOY10308,CHOY,2010,Autumn,NW side,4,0,2010-09-18,False,5,7200.0,False,True,2.0,
CHOY10309,CHOY,2010,Autumn,NW side,1,1,2010-10-01,True,1,8188.0,False,True,1.0,solo
CHOY10310,CHOY,2010,Autumn,NW side,4,0,2010-09-26,False,5,7200.0,False,True,2.0,
CHOY10311,CHOY,2010,Autumn,NW side,6,0,2010-09-20,False,5,7100.0,False,True,2.0,
CHOY10312,CHOY,2010,Autumn,NW side,1,0,2010-09-25,False,5,7070.0,False,True,1.0,solo
CHOY10313,CHOY,2010,Autumn,NW side,4,0,2010-09-28,False,4,7900.0,False,True,1.0,
CHOY10314,CHOY,2010,Autumn,NW side,1,0,2010-09-20,False,5,7100.0,False,True,1.0,solo
CHOY10315,CHOY,2010,Autumn,NW side,3,1,2010-10-07,True,1,8188.0,False,True,2.0,
CHOY10316,CHOY,2010,Autumn,NW side,1,1,2010-10-06,True,1,8188.0,False,True,2.0,solo
CHOY10317,CHOY,2010,Autumn,NW side,1,0,2010-10-02,False,4,7550.0,False,True,2.0,solo
CHOY10318,CHOY,2010,Autumn,NW side,3,2,2010-10-02,True,1,8188.0,False,True,3.0,
CHOY10319,CHOY,2010,Autumn,NW side,9,0,2010-09-22,False,5,7100.0,False,True,3.0,
CHOY10320,CHOY,2010,Autumn,NW side,4,0,2010-09-17,False,4,7150.0,False,True,2.0,
CHOY10321,CHOY,2010,Autumn,NW side,1,0,2010-09-21,False,5,7100.0,False,True,1.0,solo
CHOY10322,CHOY,2010,Autumn,NW side,15,0,2010-09-14,False,4,7132.0,False,True,2.0,
CHOY10323,CHOY,2010,Autumn,NW side,1,0,2010-10-06,False,4,8150.0,False,True,2.0,solo
HIML10302,HIML,2010,Autumn,NW Ridge,6,4,2010-10-19,True,1,7126.0,False,False,3.0,
LANG10301,LANG,2010,Autumn,E Face,2,0,2010-10-15,False,10,4150.0,False,False,,
MANA10304,MANA,2010,Autumn,NE Face,1,0,2010-10-06,False,5,7850.0,False,True,4.0,solo
MANA10301,MANA,2010,Autumn,NE Face,8,3,2010-09-30,True,1,8163.0,False,True,3.0,
MANA10302,MANA,2010,Autumn,NE Face,4,0,2010-09-30,False,4,7700.0,False,True,4.0,
MANA10303,MANA,2010,Autumn,NE Face,2,2,2010-10-01,True,1,8163.0,False,True,4.0,
MANA10305,MANA,2010,Autumn,NE Face,2,1,2010-10-01,True,1,8163.0,False,True,3.0,
MANA10306,MANA,2010,Autumn,NE Face,7,1,2010-10-05,True,1,8163.0,False,True,3.0,
MANA10307,MANA,2010,Autumn,NE Face,6,4,2010-09-30,True,1,8163.0,True,True,4.0,
MANA10308,MANA,2010,Autumn,NE Face,1,1,2010-10-01,True,1,8163.0,True,True,3.0,solo
MANA10309,MANA,2010,Autumn,NE Face,1,1,2010-10-01,True,1,8163.0,True,True,4.0,solo
PUTH10301,PUTH,2010,Autumn,NE Face,2,0,2010-10-21,False,4,7000.0,False,False,,
SAMD10301,SAMD,2010,Autumn,Gully on N Face,2,0,2010-09-25,False,10,3800.0,False,False,,
TASH10301,TASH,2010,Autumn,S Ridge,5,2,2010-09-26,True,1,6386.0,False,False,,
TILI10301,TILI,2010,Autumn,NE Spur-N Ridge,6,0,2010-10-10,False,5,5600.0,False,False,,
MANA10311,MANA,2010,Autumn,NE Face,5,1,2010-10-01,True,1,8163.0,False,True,3.0,
MANA10310,MANA,2010,Autumn,NE Face,2,0,2010-10-14,False,5,7000.0,False,True,1.0,
PUTH10302,PUTH,2010,Autumn,NE Face,6,0,2010-10-09,False,7,7015.0,False,False,2.0,
ANN110110,ANN1,2010,Spring,N Face,5,0,2010-05-23,False,4,7700.0,False,False,4.0,
LHOT10118,LHOT,2010,Spring,W Face,1,0,2010-05-15,False,7,7791.0,False,False,2.0,solo
AMAD10302,AMAD,2010,Autumn,SW Ridge,2,0,2010-10-23,False,8,5900.0,False,True,2.0,
AMAD10303,AMAD,2010,Autumn,SW Ridge,5,0,2010-10-31,False,4,5950.0,False,True,1.0,
BARU10301,BARU,2010,Autumn,SE Ridge,3,0,2010-10-20,False,6,6780.0,False,False,1.0,
AMAD10304,AMAD,2010,Autumn,SW Ridge,12,5,2010-11-04,True,1,6814.0,True,True,34.0,
ANNS10301,ANNS,2010,Autumn,E  Ridge,2,2,2010-10-08,True,1,7219.0,False,False,3.0,
ANN410301,ANN4,2010,Autumn,NW Ridge,2,0,2010-10-20,False,5,5500.0,False,False,,
BARU10302,BARU,2010,Autumn,SE Ridge,1,0,2010-10-23,False,6,7000.0,False,False,1.0,solo
CHAM10301,CHAM,2010,Autumn,E Hungu headwall-Chamlang Glacier,2,0,2010-10-26,False,5,6230.0,False,False,1.0,
CHOY09360,CHOY,2009,Autumn,NW side,1,1,2009-09-28,True,1,8188.0,True,True,,solo
MANA10111,MANA,2010,Spring,NE Face,1,0,2010-04-23,False,4,8050.0,False,True,3.0,solo
AMAD09350,AMAD,2009,Autumn,SW Ridge,2,1,2009-11-12,True,1,6814.0,False,True,,
AMAD09351,AMAD,2009,Autumn,SW Ridge,1,1,2009-10-26,True,1,6814.0,False,True,,solo
ANN110111,ANN1,2010,Spring,N Face,1,1,2010-04-17,True,1,8091.0,False,False,,solo
CHOY10117,CHOY,2010,Spring,NW side,7,3,2010-05-22,True,1,8188.0,False,True,2.0,
RIPI55101,RIPI,1955,Spring,N Face,3,2,1955-05-18,True,1,6647.0,False,False,,
RIPI05101,RIPI,2005,Spring,W Ridge from S,6,2,2005-05-07,True,1,6647.0,False,False,1.0,
AMAD09352,AMAD,2009,Autumn,SW Ridge,2,0,,False,0,,False,True,,
DANG00101,DANG,2000,Spring,S side,4,0,2000-05-04,False,2,6194.0,False,False,,
GANC93301,GANC,1993,Autumn,N Face-W Ridge,2,2,,True,1,6378.0,False,False,,
LEON93301,LEON,1993,Autumn,SW Ridge,2,2,,True,1,6979.0,False,False,,
TSIS63101,TSIS,1963,Spring,SE Ridge,2,1,1963-06-03,True,1,6196.0,False,False,2.0,
TSIS63301,TSIS,1963,Autumn,SE Ridge,4,3,,True,1,6196.0,False,False,,
CHOP58301,CHOP,1958,Autumn,N Ridge,3,0,,False,4,6000.0,False,False,,
AMAD10402,AMAD,2010,Winter,SW Ridge,9,4,2011-01-04,True,1,6814.0,False,True,3.0,
AMAD10331,AMAD,2010,Autumn,SW Ridge,2,2,2010-11-02,True,1,6814.0,False,True,3.0,
AMAD10305,AMAD,2010,Autumn,SW Ridge,6,0,2010-09-26,False,5,6000.0,False,True,2.0,
AMAD10306,AMAD,2010,Autumn,SW Ridge,7,5,2010-11-07,True,1,6814.0,False,True,2.0,
AMAD10307,AMAD,2010,Autumn,SW Ridge,8,4,2010-11-06,True,1,6814.0,False,True,2.0,
AMAD10308,AMAD,2010,Autumn,SW Ridge,13,11,2010-11-03,True,1,6814.0,False,True,2.0,
AMAD10309,AMAD,2010,Autumn,SW Ridge,12,8,2010-11-10,True,1,6814.0,False,True,3.0,
AMAD10310,AMAD,2010,Autumn,SW Ridge,2,2,2010-11-21,True,1,6814.0,False,True,3.0,
AMAD10311,AMAD,2010,Autumn,N Face-N Ridge,2,0,2010-11-06,False,5,6500.0,False,False,,
AMAD10312,AMAD,2010,Autumn,SW Ridge,1,1,2010-11-02,True,1,6814.0,False,True,1.0,solo
AMAD10313,AMAD,2010,Autumn,SW Ridge,3,0,2010-10-29,False,5,6200.0,False,True,2.0,
AMAD10314,AMAD,2010,Autumn,SW Ridge,2,2,2010-11-21,True,1,6814.0,False,True,2.0,
AMAD10315,AMAD,2010,Autumn,SW Ridge,5,2,2010-11-08,True,1,6814.0,False,True,2.0,
AMAD10316,AMAD,2010,Autumn,SW Ridge,7,4,2010-11-26,True,1,6814.0,False,True,2.0,
AMAD10317,AMAD,2010,Autumn,SW Ridge,1,0,2010-11-18,False,5,6500.0,False,True,3.0,solo
AMAD10318,AMAD,2010,Autumn,SW Ridge,1,1,2010-11-09,True,1,6814.0,False,True,1.0,solo
AMAD10319,AMAD,2010,Autumn,SW Ridge,1,1,2010-11-03,True,1,6814.0,False,True,2.0,solo
AMAD10320,AMAD,2010,Autumn,SW Ridge,1,1,2010-11-16,True,1,6814.0,False,True,3.0,solo
AMAD10321,AMAD,2010,Autumn,SW Ridge,12,6,2010-11-11,True,1,6814.0,False,True,3.0,
AMAD10322,AMAD,2010,Autumn,SW Ridge,10,7,2010-11-06,True,1,6814.0,False,True,1.0,
AMAD10323,AMAD,2010,Autumn,SW Ridge,2,0,2010-09-20,False,4,6000.0,False,True,1.0,
AMAD10324,AMAD,2010,Autumn,SW Ridge,1,1,2010-11-02,True,1,6814.0,False,True,2.0,solo
AMAD10325,AMAD,2010,Autumn,SW Ridge,2,2,2010-11-03,True,1,6814.0,False,True,2.0,
AMAD10326,AMAD,2010,Autumn,SW Ridge,1,1,2010-10-31,True,1,6814.0,False,True,2.0,solo
AMAD10327,AMAD,2010,Autumn,SW Ridge,1,0,2010-11-18,False,7,6782.0,False,True,3.0,solo
AMAD10328,AMAD,2010,Autumn,SW Ridge,1,0,2010-11-05,False,7,6650.0,True,True,3.0,solo
AMAD10329,AMAD,2010,Autumn,SW Ridge,2,1,2010-11-17,True,1,6814.0,False,True,2.0,
AMAD10330,AMAD,2010,Autumn,SW Ridge,1,0,2010-11-02,False,10,6700.0,False,True,3.0,solo
AMAD10332,AMAD,2010,Autumn,SW Ridge,8,0,2010-10-30,False,5,6740.0,False,True,2.0,
AMAD10401,AMAD,2010,Winter,SW Ridge,4,2,2011-01-19,True,1,6814.0,False,True,3.0,
ANN310301,ANN3,2010,Autumn,E Ridge,4,0,2010-10-27,False,4,6100.0,False,False,1.0,
BARU10303,BARU,2010,Autumn,SE Ridge,8,0,2010-10-28,False,5,6450.0,False,False,1.0,
BARU10304,BARU,2010,Autumn,SE Ridge,5,3,2010-11-05,True,1,7152.0,False,False,2.0,
BARU10305,BARU,2010,Autumn,SE Ridge,22,8,2010-10-29,True,1,7152.0,False,False,2.0,
BARU10306,BARU,2010,Autumn,SE Ridge,3,0,2010-10-20,False,5,6600.0,False,False,2.0,
BARU10307,BARU,2010,Autumn,SE Ridge,4,0,2010-10-23,False,5,6400.0,False,False,2.0,
BARU10308,BARU,2010,Autumn,SE Ridge,6,3,2010-11-04,True,1,7152.0,False,False,2.0,
BARU10309,BARU,2010,Autumn,SE Ridge,11,0,2010-10-24,False,10,7050.0,True,False,2.0,
BHRS10301,BHRS,2010,Autumn,SW Ridge,3,3,2010-11-01,True,1,6361.0,False,False,,
CHOY10324,CHOY,2010,Autumn,NW side,1,0,2010-09-15,False,5,7100.0,False,True,3.0,solo
CHOY10325,CHOY,2010,Autumn,NW side,3,0,2010-10-01,False,4,7600.0,False,True,3.0,
CHOY10326,CHOY,2010,Autumn,NW side,12,0,2010-09-30,False,5,7600.0,False,True,2.0,
CHOY10327,CHOY,2010,Autumn,SW Face,3,0,2010-10-02,False,6,7000.0,False,False,1.0,
CHOY10328,CHOY,2010,Autumn,NW side,11,0,2010-09-19,False,5,7000.0,True,True,2.0,
CHOY10329,CHOY,2010,Autumn,NW side,8,0,2010-09-28,False,5,7050.0,False,True,2.0,
CHOY10330,CHOY,2010,Autumn,NW side,18,0,2010-09-22,False,5,7150.0,True,True,3.0,
CHOY10331,CHOY,2010,Autumn,NW side,14,0,2010-09-13,False,5,7315.0,False,True,2.0,
CHOY10332,CHOY,2010,Autumn,NW side,2,0,2010-09-30,False,5,7200.0,False,True,2.0,
CHOY10333,CHOY,2010,Autumn,NW side,11,0,2010-09-27,False,5,7450.0,False,True,2.0,
CHOY10334,CHOY,2010,Autumn,NW side,1,0,2010-09-15,False,5,7100.0,False,True,2.0,solo
CHOY10335,CHOY,2010,Autumn,NW side,3,0,2010-09-23,False,5,7200.0,True,True,2.0,
CHOY10336,CHOY,2010,Autumn,NW side,1,0,2010-09-15,False,5,7100.0,False,True,2.0,solo
CHOY10337,CHOY,2010,Autumn,NW side,2,0,2010-10-02,False,5,7400.0,False,True,2.0,
CHOY10338,CHOY,2010,Autumn,NW side,1,0,2010-09-30,False,4,6800.0,False,True,1.0,solo
CHOY10339,CHOY,2010,Autumn,NW side,5,0,2010-09-30,False,5,6800.0,False,True,1.0,
DHA110301,DHA1,2010,Autumn,NE Ridge,3,0,2010-09-28,False,6,6700.0,False,False,2.0,
DHA110302,DHA1,2010,Autumn,NE Ridge,4,0,2010-09-28,False,6,5400.0,False,False,1.0,
DING10401,DING,2010,Winter,N Face via NE of Chuli Glacier,1,1,2011-01-17,True,1,6249.0,False,False,,solo
EVER10301,EVER,2010,Autumn,S Col-SE Ridge,1,1,2010-10-15,True,1,8849.0,True,True,4.0,solo
EVER10302,EVER,2010,Autumn,N Face (to 6000m),3,0,2010-09-12,False,5,6000.0,True,False,,
EVER10303,EVER,2010,Autumn,N Face (to 6300m),4,0,,False,5,7300.0,False,False,,
GANC10301,GANC,2010,Autumn,W Ridge,2,0,2010-10-26,False,9,6100.0,False,False,1.0,
GYAJ10301,GYAJ,2010,Autumn,NW Ridge,5,0,2010-10-29,False,4,6000.0,False,False,1.0,
HIML10304,HIML,2010,Autumn,NW Ridge,3,0,2010-10-18,False,9,7000.0,False,False,3.0,
HIML10301,HIML,2010,Autumn,NW Ridge,4,2,2010-10-18,True,1,7126.0,False,False,3.0,
HIML10303,HIML,2010,Autumn,SW Ridge,12,7,2010-10-29,True,1,7126.0,False,False,3.0,
HONG10301,HONG,2010,Autumn,NE Ridge,12,0,2010-10-30,False,4,5560.0,False,False,1.0,
JANK10301,JANK,2010,Autumn,SW Ridge,4,0,2010-10-12,False,5,6710.0,True,False,2.0,
KYAS10301,KYAS,2010,Autumn,S Pillar,2,0,2010-11-04,False,10,5800.0,False,False,,
LANG10302,LANG,2010,Autumn,S Face,5,5,2010-11-04,True,1,7227.0,False,False,2.0,
LHOT10301,LHOT,2010,Autumn,W Face,5,0,2010-10-09,False,4,8100.0,False,False,4.0,
LHOT10302,LHOT,2010,Autumn,W Face,2,0,2010-10-21,False,4,7500.0,False,False,,
LHOT10303,LHOT,2010,Autumn,S Face,3,0,2010-10-09,False,5,6400.0,False,False,2.0,
MANA10312,MANA,2010,Autumn,NE Face,2,1,2010-10-01,True,1,8163.0,True,True,3.0,
MANA10313,MANA,2010,Autumn,NE Face,1,1,2010-10-01,True,1,8163.0,True,True,3.0,solo
MANA10314,MANA,2010,Autumn,NE Face,2,0,2010-09-27,False,7,6800.0,False,True,3.0,
MANA10315,MANA,2010,Autumn,NE Face,15,10,2010-10-01,True,1,8163.0,True,True,4.0,
MANA10316,MANA,2010,Autumn,NE Face,4,0,2010-10-01,False,4,7700.0,False,True,3.0,
MANA10317,MANA,2010,Autumn,NE Face,1,1,2010-09-30,True,1,8163.0,False,True,4.0,solo
MANA10318,MANA,2010,Autumn,NE Face,1,0,2010-09-30,False,7,7200.0,False,True,2.0,solo
MANA10319,MANA,2010,Autumn,NE Face,10,3,2010-10-01,True,1,8163.0,True,True,3.0,
MANA10320,MANA,2010,Autumn,NE Face,1,0,2010-10-01,False,4,7000.0,False,True,2.0,solo
NORB10301,NORB,2010,Autumn,NW Face,9,3,2010-10-10,True,1,6085.0,False,False,1.0,
NUPT10301,NUPT,2010,Autumn,S Face,3,0,2010-11-21,False,10,5600.0,False,False,,
NUPT10302,NUPT,2010,Autumn,W Ridge,4,0,2010-11-04,False,4,6300.0,False,False,,
NANG10301,NANG,2010,Autumn,S Ridge from E,8,2,2010-11-05,True,1,6547.0,False,False,,
PUMO10301,PUMO,2010,Autumn,S Ridge,15,0,2010-10-23,False,10,6400.0,True,False,1.0,
PUMO10302,PUMO,2010,Autumn,S Ridge from SE Glacier,10,2,2010-10-24,True,1,7138.0,False,False,2.0,
PUMO10303,PUMO,2010,Autumn,S Face-E Ridge,3,0,2010-11-27,False,4,6200.0,False,False,1.0,
PUMO10304,PUMO,2010,Autumn,SW Ridge,6,4,2010-11-16,True,1,7138.0,False,False,2.0,
PUTH10303,PUTH,2010,Autumn,NE Face,4,0,2010-10-30,False,4,6500.0,False,False,3.0,
SAIP10302,SAIP,2010,Autumn,NE Ridge,10,0,2010-10-22,False,5,5700.0,False,False,2.0,
SAIP10301,SAIP,2010,Autumn,N Ridge,8,0,2010-10-29,False,2,6925.0,False,False,4.0,
TASH10302,TASH,2010,Autumn,SE Ridge,7,0,2010-10-03,False,2,6157.0,False,False,1.0,
TAWA10301,TAWA,2010,Autumn,SW Ridge,6,2,2010-10-21,True,1,6110.0,False,False,,
TUKU10301,TUKU,2010,Autumn,NW Ridge,3,0,2010-10-08,False,7,6215.0,True,False,2.0,
YAKA10301,YAKA,2010,Autumn,S Face,2,1,2010-11-07,True,1,6482.0,False,False,,
YANS10301,YANS,2010,Autumn,S Face of WSW Ridge,2,0,2010-10-05,False,5,5800.0,False,False,,
ANN110301,ANN1,2010,Autumn,S Face,2,0,2010-10-24,False,5,6850.0,False,False,3.0,
LUGU10301,LUGU,2010,Autumn,SW Ridge from N,1,1,2010-11-02,True,1,6899.0,False,False,,solo
LSHR10301,LSHR,2010,Autumn,SE Ridge,3,0,2010-10-05,False,5,6800.0,False,False,2.0,
SAIE10301,SAIE,2010,Autumn,W Face-N Ridge,8,3,2010-10-29,True,1,6925.0,False,False,4.0,
TAWA08201,TAWA,2008,Summer,SW Ridge,16,0,2008-08-14,False,5,5970.0,False,False,1.0,
DANG02301,DANG,2002,Autumn,S Face,4,3,2002-10-20,True,1,6355.0,False,False,,
AMAD10333,AMAD,2010,Autumn,SW Ridge,4,3,2010-11-16,True,1,6814.0,False,True,3.0,
BARU10310,BARU,2010,Autumn,SE Ridge,2,0,2010-10-22,False,4,6100.0,False,False,1.0,
CHOY10340,CHOY,2010,Autumn,NW side,2,0,2010-09-25,False,4,6400.0,False,True,1.0,
EVER10304,EVER,2010,Autumn,S Col-SE Ridge,1,0,2010-10-01,False,5,7750.0,False,True,3.0,solo
LHOT10304,LHOT,2010,Autumn,W Face,2,0,2010-09-27,False,5,6400.0,False,False,2.0,
LIK210301,LIK2,2010,Autumn,W Ridge,2,0,2010-11-05,False,7,5700.0,False,False,1.0,
MANA10321,MANA,2010,Autumn,NE Face,1,0,2010-09-29,False,4,7400.0,False,True,3.0,solo
CHOY10341,CHOY,2010,Autumn,NW side,5,0,2010-09-21,False,4,7100.0,False,True,2.0,
PUMO10305,PUMO,2010,Autumn,W Face (to 5800m),4,0,2010-11-15,False,10,6800.0,False,False,1.0,
AMAD10334,AMAD,2010,Autumn,SW Ridge,19,7,2010-11-19,True,1,6814.0,False,True,3.0,
CHOY10342,CHOY,2010,Autumn,NW side,1,0,,False,0,,False,True,,solo
MANA10322,MANA,2010,Autumn,NE Face,6,0,2010-10-02,False,4,6400.0,False,True,2.0,
DHA110303,DHA1,2010,Autumn,,2,0,2010-10-05,False,5,5600.0,False,False,,
CHOY10344,CHOY,2010,Autumn,NW side,1,0,,False,11,,False,True,,solo
MANA10323,MANA,2010,Autumn,NE Face,1,0,2010-09-29,False,4,7000.0,False,True,2.0,solo
CHOY10343,CHOY,2010,Autumn,NW side,10,0,2010-10-17,False,4,8000.0,False,True,3.0,
DING10101,DING,2010,Spring,,6,0,2010-04-06,False,12,5400.0,False,False,,
LANG10101,LANG,2010,Spring,SE Ridge,3,0,2010-04-29,False,10,6700.0,False,False,,
CHOY10118,CHOY,2010,Spring,NW side,1,0,,False,7,4900.0,False,True,,solo
CHOY10119,CHOY,2010,Spring,NW side,2,0,2010-05-12,False,4,7050.0,False,True,,
BARU09314,BARU,2009,Autumn,SE Ridge,4,0,,False,0,,False,False,,
BARU09315,BARU,2009,Autumn,SE Ridge,4,4,2009-10-26,True,1,7152.0,False,False,,
PUTH10304,PUTH,2010,Autumn,NE Face,7,2,2010-10-08,True,1,7246.0,False,False,2.0,
CHOY10345,CHOY,2010,Autumn,NW side,20,0,2010-09-17,False,5,8100.0,False,True,2.0,
NUPK64101,NUPK,1964,Spring,W Ridge,2,1,1964-04-06,True,1,6576.0,False,False,,
JASG64101,JASG,1964,Spring,W Ridge,3,2,1964-04-08,True,1,6730.0,False,False,,
JASG96301,JASG,1996,Autumn,W Ridge,5,5,1996-10-02,True,1,6730.0,False,False,,
AMAD11101,AMAD,2011,Spring,SW Ridge,2,0,2011-04-07,False,10,5500.0,False,True,,
ANN111101,ANN1,2011,Spring,"N Face (1980 German rte, left of the rib)",3,0,2011-04-25,False,7,6720.0,False,False,2.0,
ANN410101,ANN4,2010,Spring,NW Ridge,4,1,2010-05-08,True,1,7525.0,False,False,3.0,
CHOY11101,CHOY,2011,Spring,NW side,5,1,2011-05-05,True,1,8188.0,True,True,3.0,
CHOY11102,CHOY,2011,Spring,NW side,1,0,2011-05-09,False,14,7600.0,False,True,3.0,solo
EVER11112,EVER,2011,Spring,S Col-SE Ridge,2,1,2011-05-09,True,1,8849.0,True,True,3.0,
EVER11117,EVER,2011,Spring,S Col-SE Ridge,1,1,2011-05-12,True,1,8849.0,True,True,4.0,solo
EVER11119,EVER,2011,Spring,S Col-SE Ridge,4,1,2011-05-12,True,1,8849.0,True,True,4.0,
KYAS11101,KYAS,2011,Spring,W Face-W Ridge,2,0,2011-05-07,False,5,5900.0,False,False,,
MANA11101,MANA,2011,Spring,NE Face,12,8,2011-04-29,True,1,8163.0,True,True,4.0,
MANA11102,MANA,2011,Spring,NE Face,7,2,2011-04-29,True,1,8163.0,False,True,4.0,
TUKU11101,TUKU,2011,Spring,N Ridge,5,0,2011-05-05,False,5,5900.0,False,False,1.0,
AMAD11102,AMAD,2011,Spring,SW Ridge,2,0,2011-05-13,False,4,6000.0,False,True,1.0,
AMAD11103,AMAD,2011,Spring,SW Ridge,1,0,2011-05-06,False,5,6000.0,False,True,1.0,solo
ANN111102,ANN1,2011,Spring,NE Buttress (to 6300m),3,2,2011-04-26,False,1,8091.0,False,False,3.0,
BARU11101,BARU,2011,Spring,SE Ridge,6,0,2011-05-07,False,5,6500.0,False,False,2.0,
BARU11102,BARU,2011,Spring,SE Ridge,2,0,2011-04-29,False,8,6100.0,False,False,1.0,
BARU11103,BARU,2011,Spring,SE Ridge,8,0,2011-05-03,False,5,6800.0,False,False,1.0,
CHOY11103,CHOY,2011,Spring,NW side,3,0,2011-05-09,False,4,7400.0,True,True,2.0,
CHOY11104,CHOY,2011,Spring,NW side,2,1,2011-05-13,True,1,8188.0,False,True,3.0,
CHOY11105,CHOY,2011,Spring,NW side,10,3,2011-05-20,True,1,8188.0,True,True,3.0,
CHOY11108,CHOY,2011,Spring,NW side,2,0,2011-04-27,False,4,7100.0,False,True,2.0,
CHOY11109,CHOY,2011,Spring,NW side,1,0,2011-05-05,False,7,6400.0,False,True,1.0,solo
CHOY11110,CHOY,2011,Spring,NW side,6,2,2011-05-13,True,1,8188.0,False,True,3.0,
CHOY11111,CHOY,2011,Spring,NW side,4,0,2011-05-12,False,8,7400.0,True,True,2.0,
CHOY11112,CHOY,2011,Spring,NW side,7,2,2011-05-05,True,1,8188.0,False,True,6.0,
CHOY11113,CHOY,2011,Spring,NW side,2,2,2011-05-05,True,1,8188.0,False,True,1.0,
DHA111101,DHA1,2011,Spring,NE Ridge,1,1,2011-05-16,True,1,8167.0,False,False,3.0,solo
DHA111102,DHA1,2011,Spring,NE Ridge,3,0,2011-05-15,False,9,7950.0,False,False,3.0,
DHA111103,DHA1,2011,Spring,NE Ridge,4,0,2011-05-15,False,5,7500.0,False,False,3.0,
DHA111104,DHA1,2011,Spring,NE Ridge,2,0,2011-04-23,False,10,6500.0,False,False,2.0,
EVER11124,EVER,2011,Spring,N Col-NE Ridge,5,5,2011-05-25,True,1,8849.0,True,True,4.0,
EVER11105,EVER,2011,Spring,S Col-SE Ridge,2,2,2011-05-06,True,1,8849.0,True,True,4.0,
EVER11106,EVER,2011,Spring,S Col-SE Ridge,4,3,2011-05-26,True,1,8849.0,True,True,4.0,
