expid,peakid,year,season,route1,totmembers,smtmembers,smtdate,success,termreason,highpoint,o2used,commercial,camps,style
LAMJ74101,LAMJ,1974,Spring,ESE Ridge,9,5,1974-04-25,True,1,6983.0,False,False,3.0,
DHA474101,DHA4,1974,Spring,N side,19,0,1974-04-14,False,6,5200.0,False,False,,
EVER74101,EVER,1974,Spring,S Col-SE Ridge,16,0,1974-05-12,False,4,8530.0,True,True,6.0,
EVER73301,EVER,1973,Autumn,S Col-SE Ridge,49,2,1973-10-26,True,1,8849.0,True,True,5.0,
PUTH73301,PUTH,1973,Autumn,SW Ridge,8,0,1973-10-12,False,6,6400.0,False,False,5.0,
SRKU73301,SRKU,1973,Autumn,NW Ridge from E,6,2,1973-10-30,True,1,6227.0,False,False,4.0,
KANB73301,KANB,1973,Autumn,NW Face,12,0,1973-10-01,False,5,6550.0,False,False,4.0,
ANN173301,ANN1,1973,Autumn,NW Buttress,11,0,1973-09-23,False,6,7000.0,False,False,4.0,
DHA473301,DHA4,1973,Autumn,S Face-W Ridge,9,0,1973-11-19,False,6,6700.0,False,False,8.0,
MANA73301,MANA,1973,Autumn,NE Face,12,0,1973-09-30,False,5,6050.0,False,True,2.0,
DHA373301,DHA3,1973,Autumn,SW Face-W Ridge,7,6,1973-10-20,True,1,7715.0,False,False,4.0,
ANNS70301,ANNS,1970,Autumn,S Face,4,2,1970-10-27,True,1,7219.0,False,False,4.0,
MANA73101,MANA,1973,Spring,NE Face,8,2,1973-04-22,True,1,8163.0,True,True,5.0,
MAKA73101,MAKA,1973,Spring,SE Buttress,19,0,1973-05-21,False,6,8010.0,True,False,6.0,
DHA473101,DHA4,1973,Spring,E Ridge from N,9,0,1973-05-07,False,4,7250.0,False,False,5.0,
DHA173101,DHA1,1973,Spring,SE Ridge (to 6550m),17,2,1973-05-12,False,1,8167.0,False,False,4.0,
EVER73101,EVER,1973,Spring,S Col-SE Ridge,65,5,1973-05-05,True,1,8849.0,True,True,6.0,
LHOT73101,LHOT,1973,Spring,S Ridge-W Ridge,9,0,1973-05-08,False,5,7300.0,False,False,4.0,
PUMO73101,PUMO,1973,Spring,SW Ridge,14,2,1973-05-01,True,1,7138.0,False,False,3.0,
APIM73101,APIM,1973,Spring,W Ridge,9,0,1973-05-01,False,4,6150.0,False,False,4.0,
ANN173101,ANN1,1973,Spring,NE Buttress (to 6500m),11,0,1973-05-14,False,4,8040.0,True,False,5.0,
KJER73101,KJER,1973,Spring,W to a southern ridge,6,5,1973-04-22,True,1,6612.0,False,False,4.0,
ANNS73101,ANNS,1973,Spring,NE via Ganesh Glacier-E Ridge,6,0,1973-04-28,False,4,6760.0,False,False,5.0,
YALU73101,YALU,1973,Spring,SW Ridge,15,2,1973-05-14,True,1,8505.0,True,False,5.0,
EVER72301,EVER,1972,Autumn,SW Face,12,0,1972-11-12,False,4,8230.0,True,False,6.0,
ANNS72301,ANNS,1972,Autumn,"E Ridge (Central Smt, 7150m)",5,0,1972-10-21,False,2,7150.0,False,False,4.0,
JETH72301,JETH,1972,Autumn,N Ridge from W,7,0,1972-10-27,False,4,6150.0,False,False,4.0,
PUTH72301,PUTH,1972,Autumn,S Ridge-S Face,8,6,1972-10-14,True,1,7246.0,False,False,4.0,
TUKU72301,TUKU,1972,Autumn,N Ridge,5,1,1972-10-17,True,1,6920.0,False,False,3.0,
DHA672301,DHA6,1972,Autumn,N Ridge from W,4,3,1972-10-15,True,1,7268.0,False,False,6.0,
GURJ72301,GURJ,1972,Autumn,N Ridge,14,5,1972-10-21,True,1,7193.0,False,False,3.0,
PUMO72301,PUMO,1972,Autumn,S Face,8,7,1972-10-26,True,1,7138.0,False,False,3.0,
MAKA72301,MAKA,1972,Autumn,S Face,14,0,1972-10-24,False,10,8100.0,False,False,5.0,
KANT97101,KANT,1997,Spring,W side to 5230m pass between two peaks,5,0,1997-05-05,False,14,6328.0,False,False,,
MANA72102,MANA,1972,Spring,S Face,9,1,1972-04-25,True,1,8163.0,False,False,4.0,
MANA72101,MANA,1972,Spring,NE Face,12,0,1972-03-27,False,6,6500.0,False,True,3.0,
LHOT72101,LHOT,1972,Spring,From SE Barun Glacier,3,0,,False,11,,False,False,,
CHOB72101,CHOB,1972,Spring,NE Face of N[W] Ridge,5,4,1972-04-24,True,1,6686.0,False,False,3.0,
PUTH72101,PUTH,1972,Spring,S Ridge-S Face,8,1,1972-04-28,True,1,7246.0,True,False,4.0,
NAMP72101,NAMP,1972,Spring,S Face-W Ridge,5,2,1972-05-05,True,1,6729.0,False,False,4.0,
MAK272101,MAK2,1972,Spring,NW Ridge,5,0,1972-05-04,False,14,7000.0,False,False,4.0,
DHA472101,DHA4,1972,Spring,W Col-W Ridge from S,11,0,1972-04-30,False,6,6300.0,False,False,4.0,
EVER72101,EVER,1972,Spring,SW Face,23,0,1972-05-20,False,4,8350.0,True,False,6.0,
ANN197301,ANN1,1997,Autumn,N Face,4,0,1997-09-25,False,5,6100.0,False,False,2.0,
ANN497302,ANN4,1997,Autumn,NW Ridge,7,0,1997-10-20,False,4,6400.0,False,False,2.0,
ANN497301,ANN4,1997,Autumn,NW Ridge,7,0,1997-10-21,False,4,6200.0,False,False,3.0,
ANNS97301,ANNS,1997,Autumn,E Ridge (Himalchuli's W Ridge),2,0,1997-10-16,False,14,4900.0,False,False,,
TILI97301,TILI,1997,Autumn,N Ridge,9,0,1997-10-23,False,5,5800.0,False,False,1.0,
FANG97301,FANG,1997,Autumn,E Face-S Ridge,9,0,1997-11-08,False,6,7300.0,False,False,5.0,
DHA197307,DHA1,1997,Autumn,NE Ridge,7,0,1997-10-15,False,5,7000.0,False,False,2.0,
DHA197306,DHA1,1997,Autumn,NE Ridge,3,0,1997-10-15,False,5,7000.0,False,False,2.0,
PUTH97302,PUTH,1997,Autumn,NE Face,7,0,1997-11-05,False,5,6200.0,False,False,2.0,
DHA197302,DHA1,1997,Autumn,NE Ridge,2,1,1997-09-25,True,1,8167.0,False,False,3.0,
DHA197304,DHA1,1997,Autumn,NE Ridge,1,0,1997-10-18,False,7,7500.0,False,False,4.0,solo
DHA197305,DHA1,1997,Autumn,NE Ridge,8,0,1997-10-19,False,5,7400.0,False,False,3.0,
TUKU97301,TUKU,1997,Autumn,N Ridge,9,0,1997-10-12,False,5,6300.0,False,False,1.0,
PUTH97301,PUTH,1997,Autumn,S Ridge,9,0,1997-10-29,False,5,5500.0,False,False,1.0,
DHA197301,DHA1,1997,Autumn,N Face-NW Ridge,8,0,1997-10-18,False,5,7500.0,False,False,4.0,
RAKS97301,RAKS,1997,Autumn,Raksha Urai III - NE side (to 5200m),14,0,1997-10-06,False,5,5100.0,False,False,1.0,
CHOY97321,CHOY,1997,Autumn,NW side from S,4,1,1997-11-06,True,1,8188.0,False,True,,
DHA197303,DHA1,1997,Autumn,NE Ridge,4,3,1997-09-24,True,1,8167.0,False,False,3.0,
ANN197302,ANN1,1997,Autumn,N Face (French rte),3,0,1997-10-15,False,5,6400.0,False,False,2.0,
GAN297301,GAN2,1997,Autumn,NE side,4,0,1997-10-06,False,5,5200.0,False,False,1.0,
MANA97303,MANA,1997,Autumn,NE Face,8,8,1997-10-08,True,1,8163.0,True,True,4.0,
MANA97301,MANA,1997,Autumn,NE Face,11,2,1997-09-19,True,1,8163.0,False,True,3.0,
MANA97305,MANA,1997,Autumn,NE Face,2,2,1997-09-27,True,1,8163.0,False,True,3.0,
MANA97307,MANA,1997,Autumn,NE Face,11,2,1997-10-08,True,1,8163.0,False,True,3.0,
MANA97308,MANA,1997,Autumn,NE Face,11,0,1997-10-05,False,4,6900.0,True,True,3.0,
MANA97302,MANA,1997,Autumn,NE Face,2,0,1997-10-08,False,5,7690.0,True,True,3.0,
